구분자(PK),공구 대분류 코드,공구 대분류,공구 중분류 코드,공구 중분류,공구 이름,과금기준,수량,장소 PK,대여장소명,상세주소,위도,경도,전화번호,평일오픈시간,평일클로즈시간,생성일시,요금,cluster
9396,1,일반공구,19,기타 일반공구,수평기,없음,1,13011,논현1동 주민센터,서울특별시 강남구 논현동 133-13,37.5115706,127.028461,02-3423-7420,900.0,1800.0,2018-11-22 10:17:03,무료,143
9629,1,일반공구,19,기타 일반공구,수평대(디월트),없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,900.0,1800.0,2018-11-23 13:58:32,무료,-1
14293,1,일반공구,19,기타 일반공구,수평자,없음,1,13020,개포1동 주민센터 공구대여소,서울특별시 강남구 개포로 303 현대1차상가 1층,37.4824625,127.0544858,02-3423-7670,900.0,1800.0,2022-06-24 09:25:56,무료,144
673,1,일반공구,19,기타 일반공구,숫돌,1일,1,66,미성동주민센터 생활공구 대여서비스,서울특별시 관악구 난곡로 249,37.4761356,126.9133518,02-879-4594,900.0,1800.0,2018-01-23 17:33:00,300원,-1
16243,1,일반공구,19,기타 일반공구,스위스 밀리터리  수공구세트,없음,1,497,약수동주민센터 공구대여소,서울특별시 중구 신당동 366-15,37.55247,127.00899,02-3396-8522,900.0,1800.0,2024-04-02 21:01:15,무료,308
17211,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,43,번3동 공구대여소,서울특별시 강북구 번동 90,37.6252095,127.0438421,02-3778-4366,900.0,1800.0,2025-03-26 12:47:20,무료,89
17204,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,47,우이동 공구대여소,서울특별시 강북구 삼양로139길49,37.6479523,127.0118533,02-3778-4902,900.0,1800.0,2025-03-20 13:31:03,무료,89
17200,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13216,수유3동 공구대여소,"서울특별시 강북구 수유동 223-8, 2층민원행정팀",37.638715,127.023125,02-3778-4757,900.0,1800.0,2025-03-20 10:13:54,무료,89
16811,1,일반공구,19,기타 일반공구,스크래퍼,없음,5,13399,공릉1동 주민센터,서울특별시 노원구 동일로186길 3-24,37.624874,127.073838,02-2116-2495,900.0,1800.0,2024-06-27 20:04:32,무료,89
15987,1,일반공구,19,기타 일반공구,스크래퍼,없음,3,152,답십리제2동 공구대여소,서울특별시 동대문구 답십리동 10-2,37.567417,127.06125,02-2171-6249,900.0,1800.0,2023-08-17 15:22:46,무료,89
15452,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,79,능동 공구대여소,"서울특별시 광진구 천호대로112길 55, 2층 민원실",37.5537714,127.0805623,02-450-1505,900.0,1800.0,2023-04-28 16:48:35,무료,89
11713,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13063,홍제3동주민센터 공구대여소,서울특별시 서대문구 홍제동 7-13,37.5938312,126.9496719,02-330-8609,900.0,1800.0,2020-11-27 11:40:16,무료,89
11675,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13062,홍제1동주민센터 공구대여소,서울특별시 서대문구 홍제동 173-9,37.5876932,126.9448708,02-330-8290,900.0,1800.0,2020-11-27 11:16:43,무료,89
11646,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13061,홍은2동주민센터 공구대여소,서울특별시 서대문구 홍은동 273-10,37.5801972,126.9342509,02-330-8786,900.0,1800.0,2020-11-27 11:07:08,무료,89
11623,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,192,홍은1동 공구대여소,서울특별시 서대문구 홍은동 11-853,37.5989304,126.9471598,02-330-8469,900.0,1800.0,2020-11-27 11:00:34,무료,89
11602,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13060,충현동주민센터 공구대여소,서울특별시 서대문구 북아현동 1-90,37.5648207,126.9546885,02-330-8178,900.0,1800.0,2020-11-27 10:55:19,무료,89
11582,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13059,천연동주민센터 공구대여소,서울특별시 서대문구 영천동 101,37.5711306,126.9590337,02-330-8262,900.0,1800.0,2020-11-27 10:49:34,무료,89
11563,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,191,연희동주민센터 공구대여소,서울특별시 서대문구 연희로 189,37.5739083,126.9351754,02-330-8115,900.0,1800.0,2020-11-27 10:43:21,무료,89
11533,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13058,북아현동주민센터 공구대여소,서울특별시 서대문구 북아현로 24,37.5595,126.957025,02-330-6763,900.0,1800.0,2020-11-27 10:36:29,무료,89
11507,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13057,북가좌2동주민센터 공구대여소,서울특별시 서대문구 북가좌동 324-13,37.5814973,126.911201,02-330-4368,900.0,1800.0,2020-11-27 10:23:59,무료,89
11484,1,일반공구,19,기타 일반공구,스크래퍼,없음,1,13056,북가좌1동주민센터 공구대여소,서울특별시 서대문구 북가좌동 477,37.5742929,126.9101947,02-330-8571,900.0,1800.0,2020-11-27 10:16:42,무료,89
11457,1,일반공구,19,기타 일반공구,스크래퍼,없음,2,13055,남가좌2동주민센터 공구대여소,서울특별시 서대문구 남가좌동 342-7,37.5784651,126.9238892,02-330-8534,900.0,1800.0,2020-11-27 10:07:32,무료,89
10512,1,일반공구,19,기타 일반공구,스크래퍼,1일,2,74,낙성대동 공구대여소,서울특별시 관악구 봉천동 1624-24,37.4763442,126.9584097,02-879-4416,900.0,1800.0,2020-11-23 13:35:50,300원,89
9390,1,일반공구,19,기타 일반공구,스크류세트,없음,1,13011,논현1동 주민센터,서울특별시 강남구 논현동 133-13,37.5115706,127.028461,02-3423-7420,900.0,1800.0,2018-11-22 10:15:05,무료,-1
13998,1,일반공구,19,기타 일반공구,스테이플러 리무버,없음,1,13209,망우본동 공구대여소,서울특별시 중랑구 망우동 340-17,37.6005732,127.1014684,02-2094-6480,900.0,1800.0,2022-06-21 17:38:21,무료,-1
11407,1,일반공구,19,기타 일반공구,스텐 헤라 3',1일,1,2436,화곡3동 주민센터 공구대여소,서울특별시 강서구 강서로33가길 17,37.5425392,126.8384231,02-2600-7565,900.0,1800.0,2020-11-27 09:48:07,500원,-1
11408,1,일반공구,19,기타 일반공구,스텐 헤라 5',1일,1,2436,화곡3동 주민센터 공구대여소,서울특별시 강서구 강서로33가길 17,37.5425392,126.8384231,02-2600-7565,900.0,1800.0,2020-11-27 09:48:22,500원,22
15508,1,일반공구,19,기타 일반공구,스텐헤라,없음,1,462,응암3동 공구도서관,서울특별시 은평구 불광천길 410-17(응암3동주민센터),37.59223,126.91571,02-351-5273,900.0,1800.0,2023-05-01 12:28:31,무료,22
14584,1,일반공구,19,기타 일반공구,스텐헤라,없음,1,2430,등촌3동 주민센터 공구대여소,서울특별시 강서구 등촌동 705-4,37.5589142,126.8478309,02-2600-7445,900.0,1800.0,2022-06-30 10:45:52,무료,22
16708,1,일반공구,19,기타 일반공구,스텐헤라(경화형),1일,1,13393,화곡2동주민센터,곰달래로37길 13,37.531817,126.854613,02-2600-7555,900.0,1800.0,2024-06-17 10:14:13,500원,-1
16707,1,일반공구,19,기타 일반공구,스텐헤라(경화형),1일,1,13393,화곡2동주민센터,곰달래로37길 13,37.531817,126.854613,02-2600-7555,900.0,1800.0,2024-06-17 10:13:48,500원,-1
13094,1,일반공구,19,기타 일반공구,스텝 드릴 비트,없음,1,13017,대치1동 주민센터 공구대여소,서울특별시 강남구 대치동 646-2,37.4931723,127.0567135,02-3423-8326,900.0,1800.0,2021-12-02 13:30:39,무료,-1
10803,1,일반공구,19,기타 일반공구,스트류비트세트,없음,2,114,시흥4동 새재미 마을활력소 공구도서관,서울 금천구 독산로50길 105,37.4622766,126.907968,02-2104-5462,900.0,1800.0,2020-11-23 17:59:03,무료,-1
10175,1,일반공구,19,기타 일반공구,스트리퍼,없음,1,13026,삼성2동 주민센터 공구대여소,서울특별시 강남구 삼성동 38-34,37.5112037,127.0459453,02-3423-8208,900.0,1800.0,2018-11-27 15:51:32,무료,82
10131,1,일반공구,19,기타 일반공구,스트리퍼,없음,1,13024,대치2동 주민센터 공구대여소,서울특별시 강남구 영동대로65길 24,37.5023094,127.064183,02-3423-8430,900.0,1800.0,2018-11-27 15:33:34,무료,82
9725,1,일반공구,19,기타 일반공구,스트리퍼,없음,3,13017,대치1동 주민센터 공구대여소,서울특별시 강남구 대치동 646-2,37.4931723,127.0567135,02-3423-8326,900.0,1800.0,2018-11-23 15:47:13,무료,82
9471,1,일반공구,19,기타 일반공구,스트리퍼,없음,1,13013,일원1동 주민센터,서울특별시 강남구 일원동 712-3,37.4918388,127.0879628,02-3423-8370,900.0,1800.0,2018-11-22 10:41:58,무료,82
9297,1,일반공구,19,기타 일반공구,스트리퍼,없음,2,13008,도곡2동 주민센터,서울특별시 강남구 도곡동 459,37.4837343,127.0464311,02-3423-7554,900.0,1800.0,2018-11-20 16:29:24,무료,82
9284,1,일반공구,19,기타 일반공구,스트리퍼,없음,0,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,900.0,1800.0,2018-11-20 16:25:24,무료,82
9234,1,일반공구,19,기타 일반공구,스트리퍼,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,900.0,1800.0,2018-11-20 15:59:26,무료,82
9140,1,일반공구,19,기타 일반공구,스트리퍼,없음,1,13005,일원본동 주민센터,서울특별시 강남구 일원동 735-3,37.483362,127.0864614,02-3423-8253,900.0,1800.0,2018-11-19 11:10:35,무료,82
14126,1,일반공구,19,기타 일반공구,스팀 해빙기,없음,1,168,사당5동주민센터 공구대여소,서울특별시 동작구 사당로2가길 219,37.4857468,126.9668711,02-820-2794,900.0,1800.0,2022-06-22 16:56:12,무료,72
10899,1,일반공구,19,기타 일반공구,스프레이접착제,없음,3,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,900.0,1800.0,2020-11-25 10:25:00,무료,-1
10069,1,일반공구,19,기타 일반공구,스프링 청소기,없음,1,13025,삼성1동 주민센터 공구대여소,서울특별시 강남구 삼성동 161-2,37.5144372,127.0625398,02-3423-7803,900.0,1800.0,2018-11-27 14:51:25,무료,71
9269,1,일반공구,19,기타 일반공구,스프링 청소기,없음,0,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,900.0,1800.0,2018-11-20 16:16:36,무료,71
15700,1,일반공구,19,기타 일반공구,스프링청소기,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,900.0,1800.0,2023-06-19 14:04:34,무료,71
15493,1,일반공구,19,기타 일반공구,스프링청소기,없음,1,462,응암3동 공구도서관,서울특별시 은평구 불광천길 410-17(응암3동주민센터),37.59223,126.91571,02-351-5273,900.0,1800.0,2023-05-01 12:17:40,무료,71
9380,1,일반공구,19,기타 일반공구,스프링청소기20M,없음,1,13010,청담동주민센터,서울특별시 강남구 청담동 124-1,37.5250639,127.049282,02-3423-7712,900.0,1800.0,2018-11-22 10:12:41,무료,71
15294,1,일반공구,19,기타 일반공구,실란트 건,없음,1,127,"상계3,4동주민센터 공구대여소",서울특별시 노원구 상계동 1369-6,37.6729133,127.0832665,02-2116-2799,900.0,1800.0,2023-02-07 14:36:56,무료,-1
15107,1,일반공구,19,기타 일반공구,실리콘 건,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,900.0,1800.0,2022-11-07 17:08:52,무료,100
13984,1,일반공구,19,기타 일반공구,실리콘 건,없음,1,13209,망우본동 공구대여소,서울특별시 중랑구 망우동 340-17,37.6005732,127.1014684,02-2094-6480,900.0,1800.0,2022-06-21 17:21:04,무료,100
13899,1,일반공구,19,기타 일반공구,실리콘 건,없음,2,13020,개포1동 주민센터 공구대여소,서울특별시 강남구 개포로 303 현대1차상가 1층,37.4824625,127.0544858,02-3423-7670,900.0,1800.0,2022-06-20 20:30:06,무료,100
12801,1,일반공구,19,기타 일반공구,실리콘 건,없음,1,373,원효로2동주민센터 우리동네 공구함,서울특별시 용산구 산천동 81-1,37.53435,126.95156,02-2199-8506,900.0,1800.0,2021-10-22 11:28:46,무료,100
12394,1,일반공구,19,기타 일반공구,실리콘 건,없음,2,13162,독산2동주민센터,서울특별시 금천구 독산로 179,37.4631474,126.9034825,02-2104-5273,900.0,1800.0,2021-10-01 10:28:44,무료,100
10551,1,일반공구,19,기타 일반공구,실리콘 건,1일,2,65,중앙동주민센터 가정용공구 대여소,서울특별시 관악구 양녕로6다길 7,37.484152,126.9475392,02-879-4294,900.0,1800.0,2020-11-23 13:57:27,300원,100
8584,1,일반공구,19,기타 일반공구,실리콘 건,없음,1,87,자양4동 생활공구대여소,서울특별시 광진구 자양동 63-1,37.5341115,127.0662969,02-450-1823,900.0,1800.0,2018-02-02 13:30:00,무료,100
16964,1,일반공구,19,기타 일반공구,실리콘 제거기,없음,1,2438,면목3.8동 주민센터,서울특별시 중랑구 사가정로51길 48,37.582968,127.0880956,02-2094-6098,900.0,1800.0,2024-10-18 14:39:09,무료,-1
13985,1,일반공구,19,기타 일반공구,실리콘 제거기,없음,1,13209,망우본동 공구대여소,서울특별시 중랑구 망우동 340-17,37.6005732,127.1014684,02-2094-6480,900.0,1800.0,2022-06-21 17:21:21,무료,-1
9183,1,일반공구,19,기타 일반공구,실리콘 총,없음,1,13006,역삼1동 주민센터 공구대여소,서울특별시 강남구 역삼동 829-20,37.4954737,127.0333704,02-3423-8624,900.0,1800.0,2018-11-19 16:29:43,무료,-1
16985,1,일반공구,19,기타 일반공구,실리콘건,없음,2,13490,공구도서관(도림동주민센터),서울특별시 영등포구 도영로7길 10,37.509475,126.89595,0226701158,900.0,1800.0,2024-10-31 13:12:18,무료,101
16099,1,일반공구,19,기타 일반공구,실리콘건,없음,1,86,자양3동 생활공구대여소,서울시 광진구 뚝섬로 568,37.5337944,127.0707009,02-450-1803,900.0,1800.0,2023-11-27 15:29:29,무료,101
15339,1,일반공구,19,기타 일반공구,실리콘건,없음,2,166,흑석동주민센터 공구대여소,서울특별시 동작구 흑석한강로11,37.5058617,126.966612,02-820-2546,900.0,1800.0,2023-03-03 14:25:50,무료,101
15285,1,일반공구,19,기타 일반공구,실리콘건,없음,2,94,구로4동 공구대여소,구로동로28길 94,37.4916271,126.8891697,02-2620-7505,900.0,1800.0,2023-01-30 20:12:51,무료,101
15278,1,일반공구,19,기타 일반공구,실리콘건,없음,1,13276,쌍문4동주민센터,서울특별시 도봉구 쌍문동 59-7,37.656482,127.028425,02-2091-5578,900.0,1800.0,2023-01-30 14:38:26,무료,101
15014,1,일반공구,19,기타 일반공구,실리콘건,없음,1,338,우리동네 공구도서관(대림3동),"서울특별시 영등포구 가마산로 364, 1층 대림3동주민센터",37.5009455,126.8990315,02-2670-1426,900.0,1800.0,2022-10-31 18:00:19,무료,101
14944,1,일반공구,19,기타 일반공구,실리콘건,없음,1,466,증산동 공구도서관(은평구민만대여가능),서울특별시 은평구 증산동 187-19,37.5843567,126.9070442,02-351-5411,900.0,1800.0,2022-10-07 11:54:23,무료,101
14461,1,일반공구,19,기타 일반공구,실리콘건,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,900.0,1800.0,2022-06-28 10:39:19,무료,101
14309,1,일반공구,19,기타 일반공구,실리콘건,없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,900.0,1800.0,2022-06-24 13:58:14,무료,101
11016,1,일반공구,19,기타 일반공구,실리콘건,없음,1,13044,면목7동주민센터 공구대여소,사가정로52길 13,37.5800874,127.0874569,02-2094-6200,900.0,1800.0,2020-11-25 13:42:19,무료,101
10980,1,일반공구,19,기타 일반공구,실리콘건,없음,1,13043,면목2동주민센터 공구대여소,서울특별시 중랑구 면목동 180-8,37.5897778,127.079039,02-2094-6053,900.0,1800.0,2020-11-25 13:31:15,무료,101
9272,1,일반공구,19,기타 일반공구,실리콘건,없음,1,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,900.0,1800.0,2018-11-20 16:20:18,무료,101
15226,1,일반공구,19,기타 일반공구,실타카,1일,1,13229,보문동주민센터,안암로3길 35,37.580383,127.0228,0222415246,900.0,1800.0,2023-01-13 16:12:07,2000원,26
15698,1,일반공구,19,기타 일반공구,아나로그 테스터기,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,900.0,1800.0,2023-06-19 14:04:00,무료,76
9968,1,일반공구,19,기타 일반공구,아나로그테스터기,없음,1,13022,도곡1동 주민센터,서울특별시 강남구 도곡동 892-6,37.488238,127.0390246,02-3423-7453,900.0,1800.0,2018-11-27 13:46:34,무료,76
9785,1,일반공구,19,기타 일반공구,아나로그테스터기,없음,1,13019,대치4동 주민센터,서울특별시 강남구 대치동 928-22,37.4997436,127.0579107,02-3423-8506,900.0,1800.0,2018-11-26 09:59:50,무료,76
9663,1,일반공구,19,기타 일반공구,아날로그 테스터기,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,900.0,1800.0,2018-11-23 15:17:05,무료,76
15738,1,일반공구,19,기타 일반공구,안전모,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,900.0,1800.0,2023-06-19 14:55:13,무료,8
14905,1,일반공구,19,기타 일반공구,안전모,없음,1,13021,개포3동 주민센터 공구대여소,서울특별시 강남구 개포동 12-6,37.4920887,127.0737229,02-3423-8455,900.0,1800.0,2022-09-20 16:38:19,무료,8
10107,1,일반공구,19,기타 일반공구,안전모,없음,3,13025,삼성1동 주민센터 공구대여소,서울특별시 강남구 삼성동 161-2,37.5144372,127.0625398,02-3423-7803,900.0,1800.0,2018-11-27 15:06:10,무료,8
9648,1,일반공구,19,기타 일반공구,안전모,없음,2,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,900.0,1800.0,2018-11-23 14:08:48,무료,8
9407,1,일반공구,19,기타 일반공구,안전모,없음,2,13011,논현1동 주민센터,서울특별시 강남구 논현동 133-13,37.5115706,127.028461,02-3423-7420,900.0,1800.0,2018-11-22 10:22:48,무료,8
9265,1,일반공구,19,기타 일반공구,안전모,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,900.0,1800.0,2018-11-20 16:14:18,무료,8
8510,1,일반공구,19,기타 일반공구,암갓다(암커터),없음,1,83,광장동 공구대여소,서울특별시 광진구 광장동 248-24,37.546892,127.103025,02-450-1278,900.0,1800.0,2018-02-02 13:30:00,무료,65
9224,1,일반공구,19,기타 일반공구,앵글(디스크) 그라인더,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,900.0,1800.0,2018-11-20 15:54:22,무료,-1
16711,1,일반공구,19,기타 일반공구,앵글그라인더(고글 포함),1일,1,13393,화곡2동주민센터,곰달래로37길 13,37.531817,126.854613,02-2600-7555,900.0,1800.0,2024-06-17 10:16:21,2000원,-1
13632,1,일반공구,19,기타 일반공구,양손가위,1일,1,2433,발산1동 주민센터 공구대여소,서울특별시 강서구 내발산동 681-5,37.5531209,126.8331686,02-2600-7875,900.0,1800.0,2022-06-16 15:44:52,500원,141
16952,1,일반공구,19,기타 일반공구,에어건,없음,1,154,장안제1동 공구대여소,서울특별시 동대문구 장안동 395-3,37.5678207,127.0665342,02-2171-6295,900.0,1800.0,2024-09-25 16:02:02,무료,40
15644,1,일반공구,19,기타 일반공구,에어건,없음,1,13042,응암1동주민센터 공구대여소,서울특별시 은평구 응암동 96-3,37.6006884,126.926813,02-351-5215,900.0,1800.0,2023-05-10 16:26:19,무료,40
14305,1,일반공구,19,기타 일반공구,에어건,없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,900.0,1800.0,2022-06-24 13:48:45,무료,40
10851,1,일반공구,19,기타 일반공구,에어건,없음,2,455,불광2동 공구도서관,서울특별시 은평구 연서로41길 18,37.6263831,126.9272663,02-351-5081,900.0,1800.0,2020-11-25 09:48:52,무료,40
10849,1,일반공구,19,기타 일반공구,에어컴프레서,없음,1,455,불광2동 공구도서관,서울특별시 은평구 연서로41길 18,37.6263831,126.9272663,02-351-5081,900.0,1800.0,2020-11-25 09:48:12,무료,149
15643,1,일반공구,19,기타 일반공구,에어호스,없음,1,13042,응암1동주민센터 공구대여소,서울특별시 은평구 응암동 96-3,37.6006884,126.926813,02-351-5215,900.0,1800.0,2023-05-10 16:25:41,무료,40
10850,1,일반공구,19,기타 일반공구,에어호스(자동카플링포함),없음,2,455,불광2동 공구도서관,서울특별시 은평구 연서로41길 18,37.6263831,126.9272663,02-351-5081,900.0,1800.0,2020-11-25 09:48:33,무료,-1
14306,1,일반공구,19,기타 일반공구,에어호스7.5m,없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,900.0,1800.0,2022-06-24 13:49:20,무료,-1
14694,1,일반공구,19,기타 일반공구,엑스본드건,없음,1,13198,중곡2동 공구대여소,서울특별시 광진구 능동로 346,37.560308,127.081487,02-450-1045,900.0,1800.0,2022-07-19 13:12:46,무료,-1
16950,1,일반공구,19,기타 일반공구,연마석(60방),없음,3,161,이문제1동 공구대여소,서울특별시 동대문구 이문동 120-1,37.597861,127.0654478,02-2171-6610,900.0,1800.0,2024-09-19 13:14:46,무료,-1
16365,1,일반공구,19,기타 일반공구,연마석(A타입),없음,75,492,장충동 공구대여소,서울특별시 중구 장충동1가 37-14,37.56191,127.00784,02-3396-8504,900.0,1800.0,2024-05-09 20:56:36,무료,-1
15145,1,일반공구,19,기타 일반공구,오링풀러(송곳 세트),없음,2,190,신촌동 생활공구대여소,서울특별시 서대문구 창천동 4-62,37.5578022,126.9395129,02-330-8051,900.0,1800.0,2022-11-17 09:45:42,무료,-1
17051,1,일반공구,19,기타 일반공구,오토릴(버튼식) KE-BAR(1.5*3*20),없음,1,504,중림종합사회복지관,서울특별시 중구 중림동 156-176,37.5595228,126.9662513,02-362-3348,900.0,2000.0,2024-12-04 15:08:59,무료,-1
16836,1,일반공구,19,기타 일반공구,와이어브러쉬,없음,2,13399,공릉1동 주민센터,서울특별시 노원구 동일로186길 3-24,37.624874,127.073838,02-2116-2495,900.0,1800.0,2024-06-27 21:01:25,무료,-1
14626,1,일반공구,19,기타 일반공구,우마,없음,1,162,이문제2동 공구대여소,서울시 동대문구 신이문로 27-5,37.6033142,127.0629214,02-2171-6503,900.0,1800.0,2022-07-04 09:10:43,무료,-1
15677,1,일반공구,19,기타 일반공구,워터펌프플라이어,없음,1,13012,논현2동 주민센터,서울특별시 강남구 논현동 114-24,37.5173282,127.0372005,02-3423-7508,900.0,1800.0,2023-06-01 13:27:39,무료,104
14311,1,일반공구,19,기타 일반공구,유선 전기톱,없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,900.0,1800.0,2022-06-24 14:02:24,무료,230
10728,1,일반공구,19,기타 일반공구,육각드릴세트,없음,1,160,휘경제2동 공구대여소,서울특별시 동대문구 휘경동 367-1,37.5902093,127.0685788,02-2171-6452,900.0,1800.0,2020-11-23 15:59:48,무료,-1
9230,1,일반공구,19,기타 일반공구,육각렌치세트,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,900.0,1800.0,2018-11-20 15:57:37,무료,297
12521,1,일반공구,19,기타 일반공구,육각렌치세트(BHW-9),없음,2,120,공릉2동주민센터 공구대여소,노원로1길 68,37.621332,127.083488,02-2116-2528,900.0,1800.0,2021-10-01 13:47:45,무료,-1
11266,1,일반공구,19,기타 일반공구,육각볼,없음,2,13054,용강동주민센터 공구대여소,서울특별시 마포구 용강동 505,37.5421984,126.942671,02-3153-6616,900.0,1800.0,2020-11-25 17:07:18,무료,-1
16068,1,일반공구,19,기타 일반공구,육각비트세트,없음,1,150,답십리제1동 공구대여소,서울시 동대문구 사가정로 30,37.5718898,127.0489465,02-2171-6223,900.0,1800.0,2023-11-16 14:48:08,무료,-1
14640,1,일반공구,19,기타 일반공구,이지스트리퍼,없음,1,498,청구동 공구대여소,서울특별시 중구 신당동 333-17,37.557083,127.014687,02-3396-6978,900.0,1800.0,2022-07-05 10:35:29,무료,43
12743,1,일반공구,19,기타 일반공구,인두기,없음,0,244,사근동 공구대여소,서울특별시 성동구 사근동길 37,37.56152,127.04535,02-2286-7271,900.0,1800.0,2021-10-12 15:48:36,무료,35
9614,1,일반공구,19,기타 일반공구,인두기(엑소),없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,900.0,1800.0,2018-11-23 13:49:25,무료,-1
9615,1,일반공구,19,기타 일반공구,"인두보조제,납",없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,900.0,1800.0,2018-11-23 13:49:46,무료,33
12863,1,일반공구,19,기타 일반공구,일반용공구세트,없음,1,13068,동작구 행복마을방,서울특별시 동작구 상도동 535,37.5039005,126.9417927,02-822-9106,900.0,1800.0,2021-10-26 13:25:33,무료,-1
15202,1,일반공구,19,기타 일반공구,임팩소켓 세트,1일,1,13167,성북청소년문화의집,성북구 솔샘로 107,37.615652,127.0085058,02-919-9566,900.0,2100.0,2022-12-22 15:23:41,1000원,-1
5195,1,일반공구,19,기타 일반공구,임펙트클러치 2개,없음,2,301,문정래미안,서울특별시 송파구 문정동 1,37.49107,127.13155,02-402-4023,900.0,1800.0,2018-01-23 17:33:00,무료,-1
16993,1,일반공구,19,기타 일반공구,자동센터펀치,없음,1,13490,공구도서관(도림동주민센터),서울특별시 영등포구 도영로7길 10,37.509475,126.89595,0226701158,900.0,1800.0,2024-10-31 13:19:04,무료,-1
8589,1,일반공구,19,기타 일반공구,자동차용 공구,없음,1,87,자양4동 생활공구대여소,서울특별시 광진구 자양동 63-1,37.5341115,127.0662969,02-450-1823,900.0,1800.0,2018-02-02 13:30:00,무료,-1
15905,1,일반공구,19,기타 일반공구,자석밴드,1일,1,13241,정릉2동 주민센터,서울특별시 성북구 정릉로 26길 1,37.6044729,127.0111047,02-2241-5322,900.0,1800.0,2023-07-28 00:45:13,1000원,19
14962,1,일반공구,19,기타 일반공구,자석밴드,1일,1,13251,정릉4동 주민센터 공구대여소,서울특별시 성북구 정릉동 293-6,37.6133387,127.0069798,02-2241-5407,900.0,1800.0,2022-10-13 14:43:27,1000원,19
14811,1,일반공구,19,기타 일반공구,자석밴드,1일,2,13232,길음1동 주민센터,서울특별시 성북구 길음동 1281-7,37.6104856,127.0193925,02-2241-5446,900.0,1800.0,2022-08-24 11:21:44,1000원,19
13810,1,일반공구,19,기타 일반공구,자석수평,없음,2,497,약수동주민센터 공구대여소,서울특별시 중구 신당동 366-15,37.55247,127.00899,02-3396-8522,900.0,1800.0,2022-06-20 15:08:20,무료,131
16630,1,일반공구,19,기타 일반공구,자야 공구세트,없음,1,13374,이문체육문화센터 ,서울시 동대문구 한천로58길 81-49,37.6022444,127.0686973,02-963-0534~7,600.0,2200.0,2024-06-10 14:19:13,무료,-1
9702,1,일반공구,19,기타 일반공구,자전거 펌프,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,900.0,1800.0,2018-11-23 15:36:44,무료,197
